title,date,severity,summary,link,year
Authentication Bypass in @strapi/plugin-users-permissions,2023-04-18 22:28:02+00:00,High,"GHSA-xv3q-jrmm-4fxvwas published
                        for@strapi/plugin-users-permissions(npm)Apr 18, 2023",https://github.com/advisories/GHSA-xv3q-jrmm-4fxv,2023
Insecure header validation in slim/psr7,2023-04-18 22:20:42+00:00,Moderate,"CVE-2023-30536was published
                        forslim/psr7(Composer)Apr 18, 2023",https://github.com/advisories/GHSA-q2qj-628g-vhfw,2023
Eclipse Jetty's cookie parsing of quoted values can exfiltrate values from other cookies,2023-04-18 22:19:57+00:00,Low,"CVE-2023-26049was published
                        fororg.eclipse.jetty:jetty-server(Maven)Apr 18, 2023",https://github.com/advisories/GHSA-p26g-97m4-6q7c,2023
Modoboa has Weak Password Requirements,2023-04-18 18:30:29+00:00,Moderate,"CVE-2023-2160was published
                        formodoboa(pip)Apr 18, 2023",https://github.com/advisories/GHSA-9gxx-32p7-ff7m,2023
Improper Control of Generation of Code in Twig rendered views,2023-04-18 13:14:20+00:00,High,"CVE-2023-2017was published
                        forshopware/core(Composer)Apr 18, 2023",https://github.com/advisories/GHSA-7v2v-9rm4-7m8f,2023
@nuxtlabs/github-module made Use of Hard-coded Credentials,2023-04-18 03:30:42+00:00,Critical,"CVE-2023-2138was published
                        for@nuxtlabs/github-module(npm)Apr 18, 2023",https://github.com/advisories/GHSA-fp2w-g92g-fgq4,2023
Apache Superset vulnerable to Improper Authorization,2023-04-17 18:30:28+00:00,Moderate,"CVE-2023-27525was published
                        forapache-superset(pip)Apr 17, 2023",https://github.com/advisories/GHSA-7jhg-8m74-6f6g,2023
OpenZeppelin Contracts TransparentUpgradeableProxy clashing selector calls may not be delegated,2023-04-17 16:45:21+00:00,Moderate,"CVE-2023-30541was published
                        for@openzeppelin/contracts(npm)Apr 17, 2023",https://github.com/advisories/GHSA-mx2q-35m2-x2rh,2023
Parsing borsh messages with ZST which are not-copy/clone is unsound,2023-04-17 16:32:26+00:00,Moderate,"GHSA-fjx5-qpf4-xjf2was published
                        forborsh(Rust)Apr 17, 2023",https://github.com/advisories/GHSA-fjx5-qpf4-xjf2,2023
Apache IoTDB Grafana Connector vulnerable to Improper Authentication,2023-04-17 09:30:24+00:00,Critical,"CVE-2023-24831was published
                        fororg.apache.iotdb:iotdb-grafana-connector(Maven)Apr 17, 2023",https://github.com/advisories/GHSA-pvjv-386f-c8wh,2023
Apache Spark vulnerable to Improper Privilege Management,2023-04-17 09:30:23+00:00,Critical,"CVE-2023-22946was published
                        fororg.apache.spark:spark-core_2.12(Maven)Apr 17, 2023",https://github.com/advisories/GHSA-329j-jfvr-rhr6,2023
Mailman Core vulnerable to timing attacks,2023-04-15 21:30:16+00:00,Moderate,"CVE-2021-34337was published
                        formailman(pip)Apr 15, 2023",https://github.com/advisories/GHSA-2jg5-xgvv-4wq7,2023
Improper Restriction of Excessive Authentication Attempts in calibreweb,2023-04-15 15:30:15+00:00,Moderate,"CVE-2022-2525was published
                        forcalibreweb(pip)Apr 15, 2023",https://github.com/advisories/GHSA-jg8w-wgx2-g7q4,2023
alextselegidis/easyappointments vulnerable to Stored Cross-site Scripting,2023-04-15 15:30:15+00:00,Moderate,"CVE-2023-2102was published
                        foralextselegidis/easyappointments(Composer)Apr 15, 2023",https://github.com/advisories/GHSA-j6qq-9939-9jv8,2023
Weak Password Requirements in calibreweb,2023-04-15 15:30:14+00:00,High,"CVE-2023-2106was published
                        forcalibreweb(pip)Apr 15, 2023",https://github.com/advisories/GHSA-mhmp-m6g7-7c24,2023
alextselegidis/easyappointments Session Fixation vulnerability,2023-04-15 15:30:14+00:00,Moderate,"CVE-2023-2105was published
                        foralextselegidis/easyappointments(Composer)Apr 15, 2023",https://github.com/advisories/GHSA-4qmm-cv4r-qfr4,2023
alextselegidis/easyappointments Improper Access Control vulnerability,2023-04-15 15:30:14+00:00,Moderate,"CVE-2023-2104was published
                        foralextselegidis/easyappointments(Composer)Apr 15, 2023",https://github.com/advisories/GHSA-fc4g-f42p-7rhp,2023
Snowflake JDBC vulnerable to command injection via SSO URL authentication,2023-04-14 18:28:58+00:00,High,"CVE-2023-30535was published
                        fornet.snowflake:snowflake-jdbc(Maven)Apr 14, 2023",https://github.com/advisories/GHSA-4g3j-c4wg-6j7x,2023
matrix-js-sdk vulnerable to invisible eavesdropping in group calls,2023-04-14 16:14:17+00:00,Moderate,"CVE-2023-29529was published
                        formatrix-js-sdk(npm)Apr 14, 2023",https://github.com/advisories/GHSA-6g67-q39g-r79q,2023
froxlor/froxlor vulnerable to unrestricted upload of file with dangerous type,2023-04-14 03:30:29+00:00,Critical,"CVE-2023-2034was published
                        forfroxlor/froxlor(Composer)Apr 14, 2023",https://github.com/advisories/GHSA-qwvp-g9j7-28f6,2023
Spring Framework vulnerable to denial of service,2023-04-13 21:30:27+00:00,High,"CVE-2023-20863was published
                        fororg.springframework:spring-core(Maven)Apr 13, 2023",https://github.com/advisories/GHSA-wxqc-pxw9-g2p8,2023
Spring Session session ID can be logged to the standard output stream,2023-04-13 21:30:27+00:00,Moderate,"CVE-2023-20866was published
                        fororg.springframework.session:spring-session-core(Maven)Apr 13, 2023",https://github.com/advisories/GHSA-r7qr-f43m-pxfr,2023
SpiceDB binding metrics port to untrusted networks and can leak command-line flags,2023-04-13 17:53:38+00:00,High,"CVE-2023-29193was published
                        forgithub.com/authzed/spicedb(Go)Apr 13, 2023",https://github.com/advisories/GHSA-cjr9-mr35-7xh6,2023
nilsteampassnet/teampass vulnerable to stored cross-site scripting (XSS),2023-04-13 12:30:35+00:00,Moderate,"CVE-2023-2021was published
                        fornilsteampassnet/teampass(Composer)Apr 13, 2023",https://github.com/advisories/GHSA-4h2q-84w7-4mhx,2023
Apache Sling Engine vulnerable to cross-site scripting (XSS) that can lead to privilege escalation,2023-04-13 12:30:35+00:00,High,"CVE-2022-45064was published
                        fororg.apache.sling:org.apache.sling.engine(Maven)Apr 13, 2023",https://github.com/advisories/GHSA-mg46-f9h5-g27x,2023
Microweber vulnerable to cross-site scripting (XSS),2023-04-13 03:30:16+00:00,Moderate,"CVE-2023-2014was published
                        formicroweber/microweber(Composer)Apr 13, 2023",https://github.com/advisories/GHSA-f4g6-c47x-qhww,2023
Improper Neutralization of Script-Related HTML Tags (XSS) in the LiveTable Macro,2023-04-12 20:43:21+00:00,High,"CVE-2023-29207was published
                        fororg.xwiki.platform:xwiki-platform-flamingo(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-6vgh-9r3c-2cxp,2023
OpenFeature Operator vulnerable to Cluster-level Privilege Escalation,2023-04-12 20:40:38+00:00,High,"CVE-2023-29018was published
                        forgithub.com/open-feature/open-feature-operator(Go)Apr 12, 2023",https://github.com/advisories/GHSA-cwf6-xj49-wp83,2023
Unauthenticated user can have information about hidden users on subwikis through uorgsuggest.vm,2023-04-12 20:40:00+00:00,Low,"CVE-2023-29203was published
                        fororg.xwiki.platform:xwiki-platform-web-templates(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-vvp7-r422-rx83,2023
org.xwiki.platform:xwiki-platform-skin-skinx vulnerable to basic Cross-site Scripting by exploiting JSX or SSX plugins,2023-04-12 20:38:47+00:00,Critical,"CVE-2023-29206was published
                        fororg.xwiki.platform:xwiki-platform-skin-skinx(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-cmvg-w72j-7phx,2023
org.xwiki.platform:xwiki-platform-rendering-xwiki vulnerable to stored cross-site scripting via HTML and raw macro,2023-04-12 20:38:44+00:00,Critical,"CVE-2023-29205was published
                        fororg.xwiki.platform:xwiki-platform-rendering-xwiki(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-vxf7-mx22-jr24,2023
org.xwiki.platform:xwiki-platform-rendering-macro-rss Cross-site Scripting vulnerability,2023-04-12 20:38:37+00:00,Critical,"CVE-2023-29202was published
                        fororg.xwiki.platform:xwiki-core-rendering-macro-rss(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-c885-89fw-55qr,2023
org.xwiki.commons:xwiki-commons-xml Cross-site Scripting vulnerability,2023-04-12 20:38:17+00:00,Critical,"CVE-2023-29201was published
                        fororg.xwiki.commons:xwiki-commons-xml(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-m3jr-cvhj-f35j,2023
xwiki-platform-administration-ui vulnerable to privilege escalation,2023-04-12 20:36:56+00:00,Critical,"CVE-2023-29511was published
                        fororg.xwiki.platform:xwiki-platform-administration-ui(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-rfh6-mg6h-h668,2023
org.xwiki.platform:xwiki-platform-flamingo-theme-ui vulnerable to privilege escalation,2023-04-12 20:36:51+00:00,Critical,"CVE-2023-30537was published
                        fororg.xwiki.platform:xwiki-platform-flamingo-theme-ui(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-vrr8-fp7c-7qgp,2023
org.xwiki.platform:xwiki-platform-flamingo-theme-ui Eval Injection vulnerability,2023-04-12 20:36:42+00:00,Critical,"CVE-2023-29509was published
                        fororg.xwiki.platform:xwiki-platform-flamingo-theme-ui(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-f4v8-58f6-mwj4,2023
org.xwiki.platform:xwiki-platform-livedata-macro vulnerable to Basic Cross-site Scripting,2023-04-12 20:36:36+00:00,High,"CVE-2023-29508was published
                        fororg.xwiki.platform:xwiki-platform-livedata-macro(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-hmm7-6ph9-8jf2,2023
org.xwiki.platform:xwiki-platform-oldcore makes Incorrect Use of Privileged APIs with DocumentAuthors,2023-04-12 20:36:28+00:00,Critical,"CVE-2023-29507was published
                        fororg.xwiki.platform:xwiki-platform-oldcore(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-pwfv-3cvg-9m4c,2023
org.xwiki.platform:xwiki-platform-security-authentication-default XSS with authenticate endpoints,2023-04-12 20:36:19+00:00,Moderate,"CVE-2023-29506was published
                        fororg.xwiki.platform:xwiki-platform-security-authentication-default(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-jjm5-5v9v-7hx2,2023
org.xwiki.platform:xwiki-platform-panels-ui Eval Injection vulnerability,2023-04-12 20:35:50+00:00,Critical,"CVE-2023-29214was published
                        fororg.xwiki.platform:xwiki-platform-panels-ui(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-qx9h-c5v6-ghqh,2023
org.xwiki.platform:xwiki-platform-logging-ui Eval Injection vulnerability,2023-04-12 20:35:42+00:00,Critical,"CVE-2023-29213was published
                        fororg.xwiki.platform:xwiki-platform-logging-ui(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-4655-wh7v-3vmg,2023
xwiki.platform:xwiki-platform-panels-ui Eval Injection vulnerability,2023-04-12 20:35:37+00:00,Critical,"CVE-2023-29212was published
                        fororg.xwiki.platform:xwiki-platform-panels-ui(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-c5f4-p5wv-2475,2023
org.xwiki.platform:xwiki-platform-wiki-ui-mainwiki Eval Injection vulnerability,2023-04-12 20:35:30+00:00,Critical,"CVE-2023-29211was published
                        fororg.xwiki.platform:xwiki-platform-wiki-ui-mainwiki(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-w7v9-fc49-4qg4,2023
org.xwiki.platform:xwiki-platform-notifications-ui Eval Injection vulnerability,2023-04-12 20:35:13+00:00,Critical,"CVE-2023-29210was published
                        fororg.xwiki.platform:xwiki-platform-notifications-ui(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-p9mj-v5mf-m82x,2023
org.xwiki.platform:xwiki-platform-legacy-notification-activitymacro Eval Injection vulnerability,2023-04-12 20:35:03+00:00,Critical,"CVE-2023-29209was published
                        fororg.xwiki.platform:xwiki-platform-legacy-notification-activitymacro(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-9pc2-x9qf-7j2q,2023
org.xwiki.platform:xwiki-platform-oldcore vulnerable to data leak through deleted documents,2023-04-12 20:34:55+00:00,High,"CVE-2023-29208was published
                        fororg.xwiki.platform:xwiki-platform-oldcore(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-4f8g-fq6x-jqrr,2023
Jenkins NeuVector Vulnerability Scanner Plugin disables SSL/TLS certificate and hostname validation,2023-04-12 18:30:37+00:00,Moderate,"CVE-2023-30517was published
                        forio.jenkins.plugins:neuvector-vulnerability-scanner(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-r3mm-v4x7-2phm,2023
Jenkins Image Tag Parameter Plugin improperly introduces option to opt out of SSL/TLS certificate validation,2023-04-12 18:30:37+00:00,Moderate,"CVE-2023-30516was published
                        fororg.jenkins-ci.plugins:image-tag-parameter(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-38jc-2rwx-qgxr,2023
Jenkins Thycotic Secret Server Plugin missing permissions check,2023-04-12 18:30:37+00:00,Moderate,"CVE-2023-30518was published
                        forio.jenkins.plugins:thycotic-secret-server(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-4697-3g92-gh78,2023
Jenkins Quay.io trigger Plugin webhook endpoint can be accessed without authentication,2023-04-12 18:30:37+00:00,Moderate,"CVE-2023-30519was published
                        fororg.jenkins-ci.plugins:quayio-trigger(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-q2fc-9ww2-ggfj,2023
Jenkins Kubernetes Plugin does not properly mask credentials,2023-04-12 18:30:37+00:00,Moderate,"CVE-2023-30513was published
                        fororg.csanchez.jenkins.plugins:kubernetes(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-v5hq-cqqr-6w4g,2023
Jenkins Thycotic DevOps Secrets Vault Plugin does not properly mask credentials,2023-04-12 18:30:37+00:00,Moderate,"CVE-2023-30515was published
                        forio.jenkins.plugins:thycotic-devops-secrets-vault(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-f244-f9fc-w6fq,2023
Jenkins Azure Key Vault Plugin does not properly mask credentials,2023-04-12 18:30:37+00:00,Moderate,"CVE-2023-30514was published
                        fororg.jenkins-ci.plugins:azure-keyvault(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-gmxm-pr58-v5jc,2023
Jenkins Lucene-Search Plugin vulnerable to Cross-Site Request Forgery,2023-04-12 18:30:36+00:00,Moderate,"CVE-2023-30529was published
                        fororg.jenkins-ci.plugins:lucene-search(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-gh5w-gffh-68pr,2023
Jenkins WSO2 Oauth Plugin does not mask the WSO2 Oauth client secret on the global configuration form,2023-04-12 18:30:36+00:00,Low,"CVE-2023-30528was published
                        fororg.jenkins-ci.plugins:wso2id-oauth(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-q9hm-hr89-hgm7,2023
Jenkins Report Portal Plugin missing permissions check,2023-04-12 18:30:36+00:00,Moderate,"CVE-2023-30526was published
                        fororg.jenkins-ci.plugins:reportportal(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-c9jf-rhvg-p65r,2023
Jenkins Fogbugz Plugin has missing permissions check,2023-04-12 18:30:36+00:00,Moderate,"CVE-2023-30522was published
                        fororg.jenkins-ci.plugins:fogbugz(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-2482-gr3v-f3f3,2023
Jenkins Report Portal Plugin Cross-Site Request Forgery vulnerability,2023-04-12 18:30:36+00:00,Moderate,"CVE-2023-30525was published
                        fororg.jenkins-ci.plugins:reportportal(Maven)Apr 12, 2023",https://github.com/advisories/GHSA-c8ff-j5gm-6492,2023
